Lat,Lng,Humidity,AirTemp,Lux,Turbidity,PH,WaterTemp
25.769241948687306,-80.36408501686594,61.50,71.06,1790,481,0.00,22.06
25.769241948687306,-80.36409901686594,61.60,71.06,1790,480,0.19,22.06
25.769457178831743,-80.364079958356355,61.50,70.88,1790,480,0.57,22.06
25.769241948687306,-80.36469958356355,61.50,70.88,1791,481,0.95,22.06        
25.76985347458469,-80.36469958356355,61.50,70.88,1790,480,1.33,22.06        
25.770037956638962,-80.36469958356355,61.60,70.88,1792,480,1.71,22.06        
25.770119948571033,-80.36469958356355,61.70,71.06,1790,481,2.09,22.06
